Grupo;Família;Espécie (FB_2020);Nome popular;Origem;Endemismo;Especie;Categoria;Critério;Data avaliação;Reavaliação?;Histórico de Avaliações;Endêmica do Brasil?;Ameaças cadastradas;Ações de conservação
Angiospermas;Lauraceae;Rhodostemonodaphne capixabensis J.B. Baitello & Coe-Teix.;Canela do nativo,PORTUGUES,sudeste/oliveira da praia,PORTUGUES,sudeste/Canela do nativo,PORTUGUES,sudeste;NATIVA;Endemica;Rhodostemonodaphne capixabensis;EN;B2ab(iii);2020;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;1.1 Housing & urban areas|1.3 Tourism & recreation areas|2.1.3 Agro-industry farming|2.2.3 Scale Unknown/Unrecorded|5.3.5 Motivation Unknown/Unrecorded;1.1 Site/area protection|5.1.2 National level|5.1.2 National level|5.1.2 National level|5.1.3 Sub-national level
Angiospermas;Lauraceae;Rhodostemonodaphne curicuriarensis Madriñán;;NATIVA;Endemica;Rhodostemonodaphne curicuriarensis;DD;;2020;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.1.3 Agro-industry farming|3.2 Mining & quarrying;1.1 Site/area protection
Angiospermas;Lauraceae;Rhodostemonodaphne negrensis Madriñán;;NATIVA;Endemica;Rhodostemonodaphne negrensis;NT;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;1 Residential & commercial development|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|3.2 Mining & quarrying|4 Transportation & service corridors|5.3 Logging & wood harvesting|7.1 Fire & fire suppression|7.2 Dams & water management/use;1 Land/water protection
Angiospermas;Lauraceae;Rhodostemonodaphne parvifolia Madriñán;;NATIVA;Endemica;Rhodostemonodaphne parvifolia;VU;D2;2019;Sim;"Reavaliada: Mudou para categoria MENOS restritiva; Continuou em P443 em categoria ameaçada";Sim;1 Residential & commercial development|4.1 Roads & railroads|9 Pollution|2 Agriculture & aquaculture|2 Agriculture & aquaculture|2.3 Livestock farming & ranching|7.1 Fire & fire suppression;1.1 Site/area protection|2 Land/water management|5.1.2 National level
Angiospermas;Lauraceae;Rhodostemonodaphne peneia Madriñán;louro do baixio,PORTUGUES,amazônica/NA/louro do baixio,PORTUGUES,amazônica;NATIVA;Endemica;Rhodostemonodaphne peneia;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;1 Residential & commercial development|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|4 Transportation & service corridors|7.1 Fire & fire suppression|7.2 Dams & water management/use;1 Land/water protection
Angiospermas;Lauraceae;Rhodostemonodaphne recurva van der Werff;;NATIVA;Endemica;Rhodostemonodaphne recurva;VU;B1ab(iii);2019;Sim;"Reavaliada: Mudou para categoria MENOS restritiva; Continuou em P443 em categoria ameaçada";Sim;1 Residential & commercial development|4.1 Roads & railroads|9 Pollution|2 Agriculture & aquaculture|2 Agriculture & aquaculture|3.2 Mining & quarrying|7.2 Dams & water management/use;1.1 Site/area protection|5.1.2 National level|2.1 Site/area management
Angiospermas;Lauraceae;Urbanodendron bahiense (Meisn.) Rohwer;;NATIVA;Endemica;Urbanodendron bahiense;EN;B2ab(i,ii,iii,iv,v);2020;Sim;"Reavaliada: Mudou para categoria MAIS restritiva; Continuou em P443 em categoria ameaçada";Sim;1.1 Housing & urban areas|1.2 Commercial & industrial areas|2.1.3 Agro-industry farming|3.2 Mining & quarrying|5.3.2 Intentional use: large scale (species being assessed is the target) [harvest];1.1 Site/area protection|5.1.1 International level|5.1.2 National level|5.1.2 National level|5.1.2 National level|5.1.3 Sub-national level|2.1 Site/area management
Angiospermas;Lauraceae;Urbanodendron macrophyllum Rohwer;;NATIVA;Endemica;Urbanodendron macrophyllum;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.2 National level
Angiospermas;Lauraceae;Urbanodendron verrucosum (Nees) Mez;;NATIVA;Endemica;Urbanodendron verrucosum;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lauraceae;Williamodendron cinnamomeum van der Werff;canela-limão,PORTUGUES,sudeste/tapinhoã,PORTUGUES,sudeste/canela-limão,PORTUGUES,sudeste;NATIVA;Endemica;Williamodendron cinnamomeum;CR;B1ab(i,iii);2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;2 Agriculture & aquaculture|2.3 Livestock farming & ranching|2.1 Annual & perennial non-timber crops;1.1 Site/area protection|5.1.3 Sub-national level|5.1.2 National level|2.1 Site/area management
Angiospermas;Lecythidaceae;Allantoma integrifolia (Ducke) S.A.Mori, Ya Y.Huang & Prance;cerú,PORTUGUES,/churú,PORTUGUES,/cerú,PORTUGUES,;NATIVA;Endemica;Allantoma integrifolia;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Allantoma kuhlmannii (Ducke) S.A.Mori, Ya Y.Huang & Prance;;NATIVA;Endemica;Allantoma kuhlmannii;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Allantoma pachyantha (A.C.Sm.) S.A.Mori, S.A.Mori, Y.-Y.Huang & Prance;;NATIVA;Endemica;Allantoma pachyantha;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Allantoma pauciramosa (W.A.Rodrigues) S.A.Mori, Y.-Y.Huang & Prance.;;NATIVA;Endemica;Allantoma pauciramosa;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Allantoma uaupensis (Spruce ex O.Berg) S.A.Mori, Y.-Y.Huang & Prance;chorão,PORTUGUES,/choro,PORTUGUES,/chorão,PORTUGUES,;NATIVA;Endemica;Allantoma uaupensis;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Asteranthos brasiliensis Desf.;;NATIVA;Não endemica;Asteranthos brasiliensis;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Bertholletia excelsa Bonpl.;castanha do Brasil,PORTUGUES,/castanha-do-pará,PORTUGUES,/castanha do Brasil,PORTUGUES,;NATIVA;Não endemica;Bertholletia excelsa;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.2.2 National level|1.2.1.1 International level|5.7 Ex situ conservation actions
Angiospermas;Lecythidaceae;Cariniana ianeirensis R.Knuth;Jequitibá-açu,PORTUGUES,/NA/Jequitibá-açu,PORTUGUES,;NATIVA;Não endemica;Cariniana ianeirensis;EN;"A2cd;B2ab(ii,iii,iv,v)";2020;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Não;1.1 Housing & urban areas|2.1.3 Agro-industry farming|3.2 Mining & quarrying|5.3.1 Intentional use: subsistence/small scale (species being assessed is the target) [harvest]|5.3.4 Unintentional effects: large scale (species being assessed is not the target) [harvest];1.1 Site/area protection|5.1.1 International level|5.1.2 National level|5.1.2 National level|5.1.2 National level
Angiospermas;Lecythidaceae;Cariniana legalis (Mart.) Kuntze;;NATIVA;Endemica;Cariniana legalis;EN;"A2ce;B2ab(i,ii,iii,iv)";2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;5.3 Logging & wood harvesting|2.3 Livestock farming & ranching|5.3 Logging & wood harvesting|2 Agriculture & aquaculture;5 Law & policy|1 Land/water protection|1 Land/water protection
Angiospermas;Lecythidaceae;Cariniana parvifolia S.A.Mori, Prance & Menandro;jequitibá-cravino,PORTUGUES,/NA/jequitibá-cravino,PORTUGUES,;NATIVA;Endemica;Cariniana parvifolia;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;5.3 Logging & wood harvesting|2.3 Livestock farming & ranching;1 Land/water protection|5 Law & policy|1 Land/water protection
Angiospermas;Lecythidaceae;Cariniana penduliflora Prance;;NATIVA;Endemica;Cariniana penduliflora;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Corythophora alta R.Knuth;matamatá cascuda,PORTUGUES,/matamatá rosa,PORTUGUES,/matamatá cascuda,PORTUGUES,;NATIVA;Endemica;Corythophora alta;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|7.2 Dams & water management/use|3.2 Mining & quarrying|2.3 Livestock farming & ranching|1 Residential & commercial development;1 Land/water protection
Angiospermas;Lecythidaceae;Couratari asterotricha Prance;;NATIVA;Endemica;Couratari asterotricha;EN;B2ab(i,ii,iii,iv,v);2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;5.3 Logging & wood harvesting|2.3 Livestock farming & ranching|5.3 Logging & wood harvesting;5 Law & policy|1 Land/water protection|1 Land/water protection
Angiospermas;Lecythidaceae;Couratari atrovinosa Prance;ripeiro,PORTUGUES,/tauari,PORTUGUES,/ripeiro,PORTUGUES,;NATIVA;Não endemica;Couratari atrovinosa;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Couratari guianensis Aubl.;tauari,PORTUGUES,/NA/tauari,PORTUGUES,;NATIVA;Não endemica;Couratari guianensis;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.1 International level
Angiospermas;Lecythidaceae;Couratari longipedicellata W.A.Rodrigues;;NATIVA;Endemica;Couratari longipedicellata;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Couratari prancei W.A.Rodrigues;;NATIVA;Endemica;Couratari prancei;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Couratari pyramidata (Vell.) Kunth;;NATIVA;Endemica;Couratari pyramidata;EN;A2ad,B2ab(i,ii,iii,iv,v);2018;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;1 Residential & commercial development|5.3.1 Intentional use: subsistence/small scale (species being assessed is the target) [harvest]|4.1 Roads & railroads|7.1.1 Increase in fire frequency/intensity|2.1 Annual & perennial non-timber crops;1 Land/water protection|2.3 Habitat & natural process restoration|4 Education & awareness|2 Land/water management
Angiospermas;Lecythidaceae;Couratari tauari O.Berg;tauari,PORTUGUES,/NA/tauari,PORTUGUES,;NATIVA;Endemica;Couratari tauari;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Couroupita guianensis Aubl.;castanha de macaco,PORTUGUES,/coité de macaco,PORTUGUES,Acre/castanha de macaco,PORTUGUES,;NATIVA;Não endemica;Couroupita guianensis;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera alvimii S.A.Mori;falso sapucaia,PORTUGUES,/sapucarana,PORTUGUES,/falso sapucaia,PORTUGUES,;NATIVA;Endemica;Eschweilera alvimii;EN;B1ab(i,ii,iii,iv,v)+2ab(ii,iii,iv,v);2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;5.3 Logging & wood harvesting;5 Law & policy|1 Land/water protection
Angiospermas;Lecythidaceae;Eschweilera amazonica R.Knuth;matamataci,PORTUGUES,/matamatá preto,PORTUGUES,/matamataci,PORTUGUES,;NATIVA;Endemica;Eschweilera amazonica;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|4.1 Roads & railroads|3.2 Mining & quarrying|7.2.10 Large dams;1.1 Site/area protection
Angiospermas;Lecythidaceae;Eschweilera amazoniciformis S.A.Mori;;NATIVA;Endemica;Eschweilera amazoniciformis;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera atropetiolata S.A.Mori;castanharana,PORTUGUES,/castanha vermelha,PORTUGUES,/castanharana,PORTUGUES,;NATIVA;Endemica;Eschweilera atropetiolata;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Eschweilera carinata S.A.Mori;;NATIVA;Endemica;Eschweilera carinata;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Eschweilera complanata S.A.Mori;inhaíba-jacaré,PORTUGUES,/NA/inhaíba-jacaré,PORTUGUES,;NATIVA;Endemica;Eschweilera complanata;EN;B1ab(i,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1 Residential & commercial development|2 Agriculture & aquaculture|2.2 Wood & pulp plantations|5.3 Logging & wood harvesting;1 Land/water protection
Angiospermas;Lecythidaceae;Eschweilera compressa (Vell.) Miers;ibiribá-rana,PORTUGUES,/sapucaia miuda,PORTUGUES,/ibiribá-rana,PORTUGUES,;NATIVA;Endemica;Eschweilera compressa;EN;B2ab(ii,iii);2019;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;1 Residential & commercial development;5 Law & policy|1 Land/water protection|1 Land/water protection
Angiospermas;Lecythidaceae;Eschweilera cyathiformis S.A.Mori;;NATIVA;Endemica;Eschweilera cyathiformis;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Eschweilera mattos-silvae S.A.Mori;Inhaíba-jacaré,PORTUGUES,/NA/Inhaíba-jacaré,PORTUGUES,;NATIVA;Endemica;Eschweilera mattos-silvae;VU;B1ab(i,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1 Residential & commercial development|2 Agriculture & aquaculture|2.2 Wood & pulp plantations|5.3 Logging & wood harvesting;1 Land/water protection
Angiospermas;Lecythidaceae;Eschweilera obversa (O.Berg) Miers;;NATIVA;Endemica;Eschweilera obversa;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera piresii S.A.Mori;;NATIVA;Não endemica;Eschweilera piresii;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.2 National level|1.2.1.3 Sub-national level
Angiospermas;Lecythidaceae;Eschweilera pseudodecolorans S.A.Mori;;NATIVA;Endemica;Eschweilera pseudodecolorans;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;1.1 Housing & urban areas|5.3 Logging & wood harvesting|4.1 Roads & railroads|7.2 Dams & water management/use;
Angiospermas;Lecythidaceae;Eschweilera punctata S.A.Mori;;NATIVA;Não endemica;Eschweilera punctata;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera rabeliana S.A.Mori;;NATIVA;Endemica;Eschweilera rabeliana;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.2.2 National level
Angiospermas;Lecythidaceae;Eschweilera rankiniae S.A.Mori;;NATIVA;Endemica;Eschweilera rankiniae;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1.1 Housing & urban areas|4.1 Roads & railroads;NA
Angiospermas;Lecythidaceae;Eschweilera rhododendrifolia (R.Knuth) A.C.Sm.;;NATIVA;Endemica;Eschweilera rhododendrifolia;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera rionegrense S.A.Mori;;NATIVA;Não endemica;Eschweilera rionegrense;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera romeu-cardosoi S.A.Mori;Matamatá do Romeu,PORTUGUES,/NA/Matamatá do Romeu,PORTUGUES,;NATIVA;Endemica;Eschweilera romeu-cardosoi;EN;B1ab(iii)+2ab(iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1 Residential & commercial development|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|3.2 Mining & quarrying|4 Transportation & service corridors|5.3 Logging & wood harvesting|7.1 Fire & fire suppression|7.2 Dams & water management/use;1 Land/water protection
Angiospermas;Lecythidaceae;Eschweilera roraimensis S.A.Mori;;NATIVA;Não endemica;Eschweilera roraimensis;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Eschweilera sphaerocarpa M. Ribeiro & S.A. Mori;sapucarana,PORTUGUES,Espírito Santo/NA/sapucarana,PORTUGUES,Espírito Santo;NATIVA;Endemica;Eschweilera sphaerocarpa;CR;"B1ab(i,ii,iii)+2ab(ii,iii);D";2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;1 Residential & commercial development|2 Agriculture & aquaculture|2.2 Wood & pulp plantations|5.3 Logging & wood harvesting;3.2 Species recovery
Angiospermas;Lecythidaceae;Eschweilera subcordata S.A.Mori;;NATIVA;Endemica;Eschweilera subcordata;CR;B1ab(iii)+2ab(iii);2020;Sim;"Reavaliada: Mudou para categoria MAIS restritiva; Continuou em P443 em categoria ameaçada";Sim;7.1.1 Increase in fire frequency/intensity|2.1.3 Agro-industry farming|2.3.3 Agro-industry grazing, ranching or farming;1.1 Site/area protection|5.4.2 National level|5.4.1 International level
Angiospermas;Lecythidaceae;Eschweilera tetrapetala S.A.Mori;inaíba,PORTUGUES,/jacaré,PORTUGUES,/inaíba,PORTUGUES,;NATIVA;Endemica;Eschweilera tetrapetala;EN;B2ab(ii,iii,v);2020;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;1.1 Housing & urban areas|1.3 Tourism & recreation areas|5.3.5 Motivation Unknown/Unrecorded;1.1 Site/area protection|5.1.1 International level|5.1.2 National level|5.1.2 National level
Angiospermas;Lecythidaceae;Eschweilera truncata A.C.Sm.;corroupião,PORTUGUES,Acre/NA/corroupião,PORTUGUES,Acre;NATIVA;Endemica;Eschweilera truncata;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Gustavia acuminata S.A.Mori;;NATIVA;Não endemica;Gustavia acuminata;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Gustavia elliptica S.A.Mori;;NATIVA;Endemica;Gustavia elliptica;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|4.1 Roads & railroads|3.2 Mining & quarrying|7.2.10 Large dams;1.1 Site/area protection
Angiospermas;Lecythidaceae;Gustavia erythrocarpa S.A.Mori;;NATIVA;Endemica;Gustavia erythrocarpa;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.2 National level
Angiospermas;Lecythidaceae;Gustavia longepetiolata Huber;;NATIVA;Endemica;Gustavia longepetiolata;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Gustavia longifolia Poepp. ex O.Berg;chope,PORTUGUES,/sachavaya,PORTUGUES,/chope,PORTUGUES,;NATIVA;Endemica;Gustavia longifolia;EN;B2ab(iii);2020;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Não;2.1.3 Agro-industry farming|2.1.2 Small-holder farming|3.2 Mining & quarrying;1.1 Site/area protection
Angiospermas;Lecythidaceae;Lecythis barnebyi S.A.Mori;jarana de folha grande,PORTUGUES,/NA/jarana de folha grande,PORTUGUES,;NATIVA;Endemica;Lecythis barnebyi;DD;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Lecythis brancoensis (R.Knuth) S.A.Mori;castanha de macaco,PORTUGUES,/NA/castanha de macaco,PORTUGUES,;NATIVA;Não endemica;Lecythis brancoensis;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|1.2.1.2 National level
Angiospermas;Lecythidaceae;Lecythis gracieana S.A.Mori;jarana da folha miuda,PORTUGUES,/NA/jarana da folha miuda,PORTUGUES,;NATIVA;Endemica;Lecythis gracieana;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|2.1 Annual & perennial non-timber crops|2.3 Livestock farming & ranching|4.1 Roads & railroads|3.2 Mining & quarrying|7.2.10 Large dams;1.1 Site/area protection
Angiospermas;Lecythidaceae;Lecythis ibiriba (Miers) N. P. Sm., S. A. Mori & Popovkin;Ibiribá,PORTUGUES/inhaíba,PORTUGUES/Ibiribá,PORTUGUES;NATIVA;Endemica;Lecythis ibiriba;NT;B2ab(i,ii,iii);2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.1 Annual & perennial non-timber crops|1.1 Housing & urban areas|5.3 Logging & wood harvesting;1.1 Site/area protection
Angiospermas;Lecythidaceae;Lecythis lanceolata Poir.;;NATIVA;Endemica;Lecythis lanceolata;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Lecythis lurida (Miers) S.A.Mori;Inhaiba e inhaiba-gigante,PORTUGUES,leste brasil/jarana,PORTUGUES,Amazônia/Inhaiba e inhaiba-gigante,PORTUGUES,leste brasil;NATIVA;Endemica;Lecythis lurida;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.1 International level
Angiospermas;Lecythidaceae;Lecythis marcgraaviana Miers;sapucaia,PORTUGUES/sapucaiú,PORTUGUES/sapucaia,PORTUGUES;NATIVA;Endemica;Lecythis marcgraaviana;LC;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.1 Annual & perennial non-timber crops|1.1 Housing & urban areas|5.3 Logging & wood harvesting;1.1 Site/area protection
Angiospermas;Lecythidaceae;Lecythis parvifructa S.A.Mori;;NATIVA;Endemica;Lecythis parvifructa;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Lecythis prancei S.A.Mori;castanha jarana,PORTUGUES,/jarana-da-folha-grand,PORTUGUES,/castanha jarana,PORTUGUES,;NATIVA;Endemica;Lecythis prancei;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level|4.4 Protected areas
Angiospermas;Lecythidaceae;Lecythis retusa Spruce ex O.Berg;castanha jarana,PORTUGUES,/jarana-da-folha-grande,PORTUGUES,/castanha jarana,PORTUGUES,;NATIVA;Endemica;Lecythis retusa;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.2.1 International level
Angiospermas;Lecythidaceae;Lecythis schomburgkii O.Berg;macacarecuia,PORTUGUES,/NA/macacarecuia,PORTUGUES,;NATIVA;Endemica;Lecythis schomburgkii;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Angiospermas;Lecythidaceae;Lecythis schwackei (R.Knuth) S.A.Mori;;NATIVA;Endemica;Lecythis schwackei;CR;"C2a(i);D";2019;Sim;"Reavaliada: Mudou para categoria MAIS restritiva; Continuou em P443 em categoria ameaçada";Sim;5.3 Logging & wood harvesting|2.3 Livestock farming & ranching;5.1.2 National level|1 Land/water protection
Angiospermas;Lecythidaceae;Lecythis serrata S.A.Mori;matamatá branco,PORTUGUES,/NA/matamatá branco,PORTUGUES,;NATIVA;Endemica;Lecythis serrata;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.1 International level
Briófitas;Lejeuneaceae;Blepharolejeunea securifolia (Steph.) R.M.Schust.;;NATIVA;Não endemica;Blepharolejeunea securifolia;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced)|1.7 Fire;1.2.1.2 National level|4.4 Protected areas
Briófitas;Lejeuneaceae;Bromeliophila natans (Steph.) R.M.Schust.;;NATIVA;Endemica;Bromeliophila natans;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;10 Human disturbance|1 Habitat Loss/Degradation (human induced)|1.3.1 Mining|1.3.4 Non-woody vegetation collection|1.4.2 Human settlement|10 Human disturbance;1.2.1.2 National level|1.2.2.2 National level|4.4 Protected areas
Briófitas;Lejeuneaceae;Bryopteris diffusa (Sw.) Nees;;NATIVA;Não endemica;Bryopteris diffusa;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas
Briófitas;Lejeuneaceae;Bryopteris filicina (Sw.) Nees;;NATIVA;Não endemica;Bryopteris filicina;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Briófitas;Lejeuneaceae;Colura itatyana Steph.;;NATIVA;Endemica;Colura itatyana;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;NA;1 Land/water protection
Briófitas;Lejeuneaceae;Drepanolejeunea aculeata Bischl.;;NATIVA;Endemica;Drepanolejeunea aculeata;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.2 National level|1.2.1.1 International level|4.4 Protected areas
Briófitas;Lejeuneaceae;Leptolejeunea obfuscata (Spruce) Steph.;;NATIVA;Não endemica;Leptolejeunea obfuscata;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Briófitas;Lejeuneaceae;Myriocoleopsis fluviatilis (Steph.) M.E.Reiner & Gradst.;;NATIVA;Endemica;Myriocoleopsis fluviatilis;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced)|1.3.3 Wood;1.2.1.2 National level|1.2.1.1 International level|1.2.2.2 National level
Briófitas;Lejeuneaceae;Pycnolejeunea papillosa X.-L. He;;NATIVA;Endemica;Pycnolejeunea papillosa;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Briófitas;Lejeuneaceae;Verdoornianthus griffinii Gradst.;;NATIVA;Não endemica;Verdoornianthus griffinii;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Briófitas;Lejeuneaceae;Vitalianthus bischlerianus (Porto & Grolle) R.M.Schust. & Giancotti;;NATIVA;Endemica;Vitalianthus bischlerianus;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced)|1.4.2 Human settlement|1.7 Fire;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Lentibulariaceae;Genlisea aurea A.St.-Hil.;;NATIVA;Endemica;Genlisea aurea;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1.4.3 Tourism/recreation|1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Lentibulariaceae;Genlisea filiformis A.St.-Hil.;;NATIVA;Não endemica;Genlisea filiformis;LC;;2013;;;Não;1.7 Fire|1.4.2 Human settlement|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas
