Grupo;Família;Espécie (FB_2020);Nome popular;Origem;Endemismo;Especie;Categoria;Critério;Data avaliação;Reavaliação?;Histórico de Avaliações;Endêmica do Brasil?;Ameaças cadastradas;Ações de conservação
Angiospermas;Acanthaceae;Aphelandra bradeana Rizzini;;NATIVA;Endemica;Aphelandra bradeana;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;7.1.1 Increase in fire frequency/intensity;NA
Angiospermas;Acanthaceae;Aphelandra espirito-santensis Profice & Wassh.;;NATIVA;Endemica;Aphelandra espirito-santensis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra gigantea (Rizzini) Profice;crista-de-galinha,PORTUGUES,sudeste/NA/crista-de-galinha,PORTUGUES,sudeste;NATIVA;Endemica;Aphelandra gigantea;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra hirta (Klotzsch) Wassh.;;NATIVA;Endemica;Aphelandra hirta;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra longiflora (Lindl.) Profice;canela-de-jacomi,PORTUGUES,centro-oeste/erva-de-gado,PORTUGUES,sudeste/canela-de-jacomi,PORTUGUES,centro-oeste;NATIVA;Não endemica;Aphelandra longiflora;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra margaritae E.Morren;;NATIVA;Endemica;Aphelandra margaritae;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1 Agriculture|1.1.2 Wood plantation|1.1.4 Livestock;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Aphelandra maximiliana (Nees) Benth.;;NATIVA;desconhecido;Aphelandra maximiliana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.1 International level|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra nitida Nees & Mart.;taipoca,PORTUGUES,nordeste/NA/taipoca,PORTUGUES,nordeste;NATIVA;Endemica;Aphelandra nitida;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra prismatica (Vell.) Hiern;;NATIVA;;Aphelandra prismatica;LC;;2013;;;Sim;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.2.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra rigida Glaz. ex Mildbr.;;NATIVA;Endemica;Aphelandra rigida;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;2.1.2 Small-holder farming|1.3 Tourism & recreation areas|1.1 Housing & urban areas|2 Agriculture & aquaculture|2.3 Livestock farming & ranching;2.1 Site/area management|1.1 Site/area protection
Angiospermas;Acanthaceae;Aphelandra schottiana (Nees) Profice;anil-bravo,PORTUGUES,sudeste/NA/anil-bravo,PORTUGUES,sudeste;NATIVA;;Aphelandra schottiana;LC;;2013;;;Sim;;4.4 Protected areas|1.2.2.1 International level|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra squarrosa Nees;;NATIVA;Endemica;Aphelandra squarrosa;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Aphelandra stephanophysa Nees;;NATIVA;Endemica;Aphelandra stephanophysa;VU;D2;2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;2.1.2 Small-holder farming|2.3.2 Small-holder grazing, ranching or farming|1.3 Tourism & recreation areas|1.1 Housing & urban areas|7.1 Fire & fire suppression;1.1 Site/area protection
Angiospermas;Acanthaceae;Chamaeranthemum beyrichii Nees;;NATIVA;Endemica;Chamaeranthemum beyrichii;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Dicliptera squarrosa Nees;;NATIVA;Não endemica;Dicliptera squarrosa;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Dyschoriste lavandulacea (Nees) Kuntze;;NATIVA;Não endemica;Dyschoriste lavandulacea;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Dyschoriste smithii Leonard;;NATIVA;Endemica;Dyschoriste smithii;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Herpetacanthus delicatus Indriunas & Kameyama;;NATIVA;Endemica;Herpetacanthus delicatus;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;4.1 Roads & railroads|9.5 Air-borne pollutants|8.4.2 Named species|7.1 Fire & fire suppression|1.3 Tourism & recreation areas;1.1 Site/area protection
Angiospermas;Acanthaceae;Herpetacanthus longiflorus Moric.;;NATIVA;Endemica;Herpetacanthus longiflorus;NT;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Herpetacanthus parvispica Indriunas & Kameyama;;NATIVA;Endemica;Herpetacanthus parvispica;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.2 Wood & pulp plantations|7.1 Fire & fire suppression|5.2 Gathering terrestrial plants|2.3.4 Scale Unknown/Unrecorded;1.1 Site/area protection
Angiospermas;Acanthaceae;Justicia brasiliana Roth;;NATIVA;Não endemica;Justicia brasiliana;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia bullata (Nees) Profice;;NATIVA;Endemica;Justicia bullata;DD;;2013;;;Sim;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia clausseniana (Nees) Profice;;NATIVA;Endemica;Justicia clausseniana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia congrua (Nees) Lindau;;NATIVA;Endemica;Justicia congrua;LC;;2013;;;Sim;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Justicia cydoniifolia (Nees) Lindau;;NATIVA;Endemica;Justicia cydoniifolia;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia genuflexa Nees & Mart.;;NATIVA;Endemica;Justicia genuflexa;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Justicia itatiaiensis Profice;;NATIVA;Endemica;Justicia itatiaiensis;DD;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.1.2 Small-holder farming|7.1.1 Increase in fire frequency/intensity;1.1 Site/area protection
Angiospermas;Acanthaceae;Justicia kleinii Wassh. & L.B.Sm.;;NATIVA;Endemica;Justicia kleinii;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia laevilinguis (Nees) Lindau;;NATIVA;Não endemica;Justicia laevilinguis;LC;;2013;;;Não;;4.4 Protected areas|3 Research actions|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia lythroides (Pohl ex Nees) V.A.W.Graham;;NATIVA;Não endemica;Justicia lythroides;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia meyeniana (Nees) Lindau;;NATIVA;Endemica;Justicia meyeniana;EN;B2ab(i,ii,iii,iv);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;4.1 Roads & railroads|7.1.1 Increase in fire frequency/intensity|1.3 Tourism & recreation areas|1.1 Housing & urban areas|2.1.4 Scale Unknown/Unrecorded;1.1 Site/area protection
Angiospermas;Acanthaceae;Justicia nervata (Lindau) Profice;;NATIVA;Endemica;Justicia nervata;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);Sim;7.1.1 Increase in fire frequency/intensity|2.1.2 Small-holder farming|2.3.2 Small-holder grazing, ranching or farming|1.3 Tourism & recreation areas|1.1 Housing & urban areas;1.1 Site/area protection
Angiospermas;Acanthaceae;Justicia polita (Nees) Profice;;NATIVA;Endemica;Justicia polita;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv);2018;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;2.1.2 Small-holder farming|2.3.2 Small-holder grazing, ranching or farming|1.3 Tourism & recreation areas|1.1 Housing & urban areas|7.1.1 Increase in fire frequency/intensity|4.1 Roads & railroads|9.5 Air-borne pollutants;1.1 Site/area protection
Angiospermas;Acanthaceae;Justicia pseudoamazonica Lindau;;NATIVA;Endemica;Justicia pseudoamazonica;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia ramulosa (Morong) C.Ezcurra;;NATIVA;Não endemica;Justicia ramulosa;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1.3.3 Wood;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia scheidweileri V.A.W.Graham;;NATIVA;Endemica;Justicia scheidweileri;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Justicia symphyantha (Nees ex Mart.) Lindau;;NATIVA;Endemica;Justicia symphyantha;LC;;2013;;;Sim;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Justicia tijucensis V.A.W.Graham;;NATIVA;Endemica;Justicia tijucensis;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.4 Infrastructure development|10.5 Fire|2 Invasive alien species (directly affecting the species)|1.1 Agriculture;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Justicia wasshauseniana Profice;;NATIVA;Endemica;Justicia wasshauseniana;NT;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Mendoncia mollis Lindau;;NATIVA;;Mendoncia mollis;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Odontonema dissitiflorum (Nees) Kuntze;;NATIVA;Endemica;Odontonema dissitiflorum;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1 Agriculture|10.5 Fire;4.4 Protected areas
Angiospermas;Acanthaceae;Pachystachys dubiosa (Lindau) A.L.A.Côrtes;;NATIVA;Não endemica;Streblacanthus dubiosus;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1.7 Fire|1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Pseuderanthemum modestum (Nees et Mart.) Radlk.;;NATIVA;Endemica;Pseuderanthemum modestum;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Pseuderanthemum riedelianum (Nees) Radlk.;;NATIVA;Endemica;Pseuderanthemum riedelianum;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia affinis (Schrad.) T. Anderson;;NATIVA;Endemica;Ruellia affinis;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia bulbifera Lindau;;NATIVA;Não endemica;Ruellia bulbifera;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia chamaedrys (Nees) Angely;;NATIVA;Endemica;Ruellia chamaedrys;DD;;2013;;;Sim;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia curviflora Nees & Mart.;;NATIVA;Endemica;Ruellia curviflora;LC;;2013;;;Sim;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Ruellia dissitifolia (Nees) Hiern;;NATIVA;Não endemica;Ruellia dissitifolia;LC;;2013;;;Sim;;4.4 Protected areas|1.1.2 Implementation|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia epallocaulos Leonard ex C.Ezcurra & Wassh.;;NATIVA;Não endemica;Ruellia epallocaulos;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia erythropus (Nees) Lindau;;NATIVA;Não endemica;Ruellia erythropus;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia multifolia (Nees) Lindau;;NATIVA;Não endemica;Ruellia multifolia;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Ruellia solitaria Vell.;;NATIVA;Endemica;Ruellia solitaria;LC;;2013;;;Sim;;4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Schaueria paranaensis (Rizz.) A.L.A. Côrtes;;NATIVA;Endemica;Justicia paranaensis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level
Angiospermas;Acanthaceae;Staurogyne anigozanthus (Nees) Kuntze;;NATIVA;Endemica;Staurogyne anigozanthus;NT;;2013;;;Sim;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Acanthaceae;Staurogyne brachiata (Hiern) Leonard;;NATIVA;Endemica;Staurogyne brachiata;EN;B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv);2018;Sim;Continuou em P443 na mesma categoria de ameaça (após reavaliação);Sim;4.1 Roads & railroads|1.1 Housing & urban areas|7.1.1 Increase in fire frequency/intensity|2.3 Livestock farming & ranching;1.1 Site/area protection|5.1.2 National level
Angiospermas;Acanthaceae;Staurogyne elegans (Nees) Kuntze;;NATIVA;Endemica;Staurogyne elegans;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;10 Human disturbance|7 Natural disaster;1.2.1.2 National level|4.4 Protected areas|4.4.4 Expansion
Angiospermas;Acanthaceae;Staurogyne euryphylla E.Hossain;;NATIVA;Endemica;Staurogyne euryphylla;EN;B2ab(ii,iii,iv);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);NA;4.1 Roads & railroads|7.1.1 Increase in fire frequency/intensity|1.3 Tourism & recreation areas|1.1 Housing & urban areas|8.1 Invasive non-native/alien species/diseases;1.1 Site/area protection
Angiospermas;Acanthaceae;Staurogyne itatiaiae (Wawra) Leonard;;NATIVA;Endemica;Staurogyne itatiaiae;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.2 National level|4.4 Protected areas
Angiospermas;Acanthaceae;Staurogyne vauthieriana (Nees) Kuntze;;NATIVA;Endemica;Staurogyne vauthieriana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.3.1 Mining;1.2.1.2 National level|4.4 Protected areas
Angiospermas;Acanthaceae;Staurogyne veronicifolia (Nees) Kuntze;;NATIVA;Endemica;Staurogyne veronicifolia;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1 Habitat Loss/Degradation (human induced);1.2.1.2 National level
Angiospermas;Acanthaceae;Staurogyne warmingiana (Hiern) Leonard;;NATIVA;Endemica;Staurogyne warmingiana;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.3.1 Mining|1.4.3 Tourism/recreation;1.2.1.2 National level
Angiospermas;Acanthaceae;Stenandrium hatschbachii Wassh.;;NATIVA;Endemica;Stenandrium hatschbachii;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.3.1 Mining|1.4.3 Tourism/recreation|1.1.4 Livestock|1.7 Fire;1.2.1.2 National level
Angiospermas;Acanthaceae;Stenandrium stenophyllum Kameyama;;NATIVA;Endemica;Stenandrium stenophyllum;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.3.1 Mining|10.1 Recreation/tourism|1.1.4 Livestock|1.7 Fire;1.2.1.2 National level
Angiospermas;Acanthaceae;Stenostephanus lobeliiformis Nees;;NATIVA;Endemica;Stenostephanus lobeliiformis;DD;;2013;;;Sim;;1.2.1.3 Sub-national level
Angiospermas;Achariaceae;Kuhlmanniodendron apterocarpum (Kuhlm.) Fiaschi & Groppo;;NATIVA;Endemica;Kuhlmanniodendron apterocarpum;LC;;2019;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|2.3 Livestock farming & ranching|1 Residential & commercial development|2 Agriculture & aquaculture;1.1 Site/area protection|2.1 Site/area management
Angiospermas;Achariaceae;Kuhlmanniodendron macrocarpum Groppo, Favaretto & Fiaschi;fruto-de-paca,PORTUGUES,Bahia/NA/fruto-de-paca,PORTUGUES,Bahia;NATIVA;Endemica;Kuhlmanniodendron macrocarpum;EN;B1ab(i,iii)+2ab(ii,iii);2018;Não se aplica;Inéditas ameaçadas (CR, EN, VU);NA;2.3 Livestock farming & ranching|3.2 Mining & quarrying;NA
Angiospermas;Achariaceae;Lindackeria paraensis Kuhlm.;;NATIVA;Endemica;Lindackeria paraensis;NT;;2018;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;5.3 Logging & wood harvesting|2.1.3 Agro-industry farming|4.1 Roads & railroads|7.2.10 Large dams;1.1 Site/area protection
Angiospermas;Achariaceae;Lindackeria pauciflora Benth.;;NATIVA;Endemica;Lindackeria pauciflora;LC;;2020;Não se aplica;Inéditas não ameaçadas (NT, DD, LC);Sim;2.1.3 Agro-industry farming|2.3.3 Agro-industry grazing, ranching or farming|3.2 Mining & quarrying|4.1 Roads & railroads|7.2.10 Large dams;5.1.2 National level|5.1.2 National level|1.1 Site/area protection
Angiospermas;Achatocarpaceae;Achatocarpus praecox Griseb.;Cabo de Lança,PORTUGUES,Sul/NA/Cabo de Lança,PORTUGUES,Sul;NATIVA;Não endemica;Achatocarpus praecox;LC;;2013;;;Sim;;1.2.1.3 Sub-national level|1.1.2 Implementation
Briófitas;Adelotheciaceae;Adelothecium bogotense (Hampe) Mitt.;;NATIVA;Não endemica;Adelothecium bogotense;LC;;2013;;;Não;;4.4 Protected areas|1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
Angiospermas;Alismataceae;Echinodorus paniculatus Micheli;língua-de-vaca,PORTUGUES,sul, sudeste/NA/língua-de-vaca,PORTUGUES,sul, sudeste;NATIVA;Não endemica;Echinodorus paniculatus;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
Angiospermas;Alismataceae;Helanthium bolivianum (Rusby) Lehtonen & Myllys;;NATIVA;Não endemica;Echinodorus bolivianus;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);4.4 Protected areas|1.2.1.3 Sub-national level
Angiospermas;Alismataceae;Limnocharis laforesti Duchass. ex Griseb.;camalote,PORTUGUES,centro-oeste/gol,PORTUGUES,nordeste/camalote,PORTUGUES,centro-oeste;NATURALIZADA;Não endemica;Limnocharis laforesti;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1.1.4.3 Agro-industry;1.2.1.3 Sub-national level|4.4.3 Management
Angiospermas;Alismataceae;Sagittaria lancifolia L.;Golfe,PORTUGUES/NA/Golfe,PORTUGUES;NATIVA;Não endemica;Sagittaria lancifolia;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1 Habitat Loss/Degradation (human induced)|1.1.4 Livestock|1.1 Agriculture|1.1.1.1 Shifting Agriculture|1.5 Invasive alien species (directly impacting habitat);1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Alismataceae;Sagittaria rhombifolia Cham.;;NATIVA;Não endemica;Sagittaria rhombifolia;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Alstroemeriaceae;Alstroemeria amabilis M.C.Assis;;NATIVA;Endemica;Alstroemeria amabilis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.5 Invasive alien species (directly impacting habitat)|1.4.8 Power line|10.1 Recreation/tourism;1.2.1.2 National level
Angiospermas;Alstroemeriaceae;Alstroemeria apertiflora Baker;;NATIVA;Não endemica;Alstroemeria apertiflora;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1.4.3 Tourism/recreation|1.5 Invasive alien species (directly impacting habitat);1.2.1.2 National level
Angiospermas;Alstroemeriaceae;Alstroemeria brasiliensis Spreng.;;NATIVA;Endemica;Alstroemeria brasiliensis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.5 Invasive alien species (directly impacting habitat)|1.1.4 Livestock|1.3.1 Mining;1.2.1.2 National level
Angiospermas;Alstroemeriaceae;Alstroemeria capixaba M.C.Assis;;NATIVA;Endemica;Alstroemeria capixaba;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.7 Fire|1.1.4 Livestock|1 Habitat Loss/Degradation (human induced)|1.5 Invasive alien species (directly impacting habitat);1.2.1.2 National level|1.2.1.3 Sub-national level
Angiospermas;Alstroemeriaceae;Alstroemeria caryophyllaea Jacq.;;NATIVA;Endemica;Alstroemeria caryophyllaea;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.4 Infrastructure development|1 Habitat Loss/Degradation (human induced)|1.1 Agriculture|1 Habitat Loss/Degradation (human induced)|1.3.3.2 Selective logging;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Alstroemeriaceae;Alstroemeria inodora Herb.;;NATIVA;Não endemica;Alstroemeria inodora;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced)|1 Habitat Loss/Degradation (human induced);1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Alstroemeriaceae;Alstroemeria malmeana Kraenzl.;;NATIVA;Endemica;Alstroemeria malmeana;CR;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1.4 Livestock|1.7 Fire|1.1 Agriculture|1 Habitat Loss/Degradation (human induced);1.2.1.2 National level
Angiospermas;Alstroemeriaceae;Alstroemeria orchidioides Meerow et al.;;NATIVA;Endemica;Alstroemeria orchidioides;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.7 Fire|1 Habitat Loss/Degradation (human induced);1.2.1.2 National level
Angiospermas;Alstroemeriaceae;Alstroemeria penduliflora M.C.Assis;;NATIVA;Endemica;Alstroemeria penduliflora;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;1.1 Agriculture|1.4.3 Tourism/recreation|1.3.4 Non-woody vegetation collection|1 Habitat Loss/Degradation (human induced)|3.3 Fuel|1.3.1 Mining|1.5 Invasive alien species (directly impacting habitat)|1.7 Fire;1.2.1.2 National level|4.4 Protected areas
Angiospermas;Alstroemeriaceae;Alstroemeria variegata M.C.Assis;;NATIVA;Endemica;Alstroemeria variegata;DD;;2013;;;Sim;1.3.1 Mining;1.2.1.2 National level|4.4 Protected areas
Angiospermas;Amaranthaceae;Alternanthera hirtula (Mart.) R.E.Fr.;;NATIVA;Não endemica;Alternanthera hirtula;VU;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1.1 Agriculture|1.5 Invasive alien species (directly impacting habitat);5.7.1 Captive breeding/Artificial propagation|1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera januarensis J.C.Siqueira;;NATIVA;Endemica;Alternanthera januarensis;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Sim;9.9 Restricted range|1 Habitat Loss/Degradation (human induced);1.2.1.2 National level|3.8 Conservation measures
Angiospermas;Amaranthaceae;Alternanthera micrantha R.E.Fr.;;NATIVA;Endemica;Alternanthera micrantha;LC;;2013;;;Sim;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera paronychioides A.St.-Hil.;;NATIVA;Não endemica;Alternanthera paronychioides;LC;;2013;;;Não;;1.2.2.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera praelonga A.St.-Hil.;;NATIVA;Não endemica;Alternanthera praelonga;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera puberula D.Dietr.;;NATIVA;Não endemica;Alternanthera puberula;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera reineckii Briq.;;NATIVA;Não endemica;Alternanthera reineckii;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera sessilis (L.) R.Br.;;NATIVA;Não endemica;Alternanthera sessilis;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Alternanthera tenella Colla;;NATIVA;Não endemica;Alternanthera tenella;LC;;2013;;;Não;;1.2.2.3 Sub-national level
Angiospermas;Amaranthaceae;Amaranthus rosengurtii Hunz.;;NATIVA;Não endemica;Amaranthus rosengurtii;EN;;2013;Não;Continuou em P443 na mesma categoria de ameaça (sem reavaliação);Não;1.1 Agriculture|1.5 Invasive alien species (directly impacting habitat);1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Blutaparon portulacoides (A.St.-Hil.) Mears;Capotiraguá,PORTUGUES,Sul/NA/Capotiraguá,PORTUGUES,Sul;NATIVA;Não endemica;Blutaparon portulacoides;LC;;2013;;;Não;1 Habitat Loss/Degradation (human induced);1.2.2.3 Sub-national level
Angiospermas;Amaranthaceae;Celosia grandifolia Moq.;;NATIVA;Não endemica;Celosia grandifolia;LC;;2013;;;Não;;1.2.1.3 Sub-national level
Angiospermas;Amaranthaceae;Chamissoa acuminata Mart.;Mofungo-rabudo,PORTUGUES,Sul/NA/Mofungo-rabudo,PORTUGUES,Sul;NATIVA;Não endemica;Chamissoa acuminata;LC;;2013;;;Não;;1.2.1.3 Sub-national level|4.4 Protected areas
Angiospermas;Amaranthaceae;Chamissoa acuminata var. maximilianii (Mart. ex Moq.) Sohmer;;NATIVA;Não endemica;Chamissoa acuminata var. maximilianii;DD;;2013;;;Não;;1.2.1.3 Sub-national level|1.2.1.3 Sub-national level
