"";"Família";"Especie";"Nome na publicação original";"Diferença (em caracteres)";"Categoria";"Status Taxonômico"
"1953";"Apocynaceae";"Tabernaemontana brasiliensis";"Stemmadenia brasiliensis";0;"rara";"Synonym"
"1954";"Plantaginaceae";"Lapaea harleyi";"Stemodia harleyi";0;"rara";"Synonym"
"1955";"Plantaginaceae";"Lapaea lobata";"Stemodia lobata";0;"rara";"Synonym"
"1956";"Plantaginaceae";"Lapaea stellata";"Stemodia stellata";0;"rara";"Synonym"
"1957";"Acanthaceae";"Stenandrium riedelianum";"Stenandrium goiasense";0;"rara";"Synonym"
"1958";"Acanthaceae";"Stenandrium hatschbachii";"Stenandrium hatschbachii";0;"rara";"Accepted"
"1959";"Acanthaceae";"Stenandrium irwinii";"Stenandrium irwinii";0;"rara";"Accepted"
"1960";"Acanthaceae";"Stenandrium stenophyllum";"Stenandrium stenophyllum";0;"rara";"Accepted"
"1961";"Asteraceae";"Stevia catharinensis";"Stevia catharinensis";0;"rara";"Accepted"
"1962";"Asteraceae";"Stevia decussata";"Stevia decussata";0;"rara";"Accepted"
"1963";"Asteraceae";"Stevia hilarii";"Stevia hilarii";0;"rara";"Accepted"
"1964";"Asteraceae";"Stevia leptophylla";"Stevia leptophylla";0;"rara";"Accepted"
"1965";"Asteraceae";"Stevia organensis";"Stevia organensis";0;"rara";"Accepted"
"1966";"Asteraceae";"Stevia resinosa";"Stevia resinosa";0;"rara";"Accepted"
"1967";"Malpighiaceae";"Stigmaphyllon bradei";"Stigmaphyllon bradei";0;"rara";"Accepted"
"1968";"Malpighiaceae";"Stigmaphyllon carautae";"Stigmaphyllon carautae";0;"rara";"Accepted"
"1969";"Malpighiaceae";"Stigmaphyllon crenatum";"Stigmaphyllon crenatum";0;"rara";"Accepted"
"1970";"Malpighiaceae";"Stigmaphyllon gayanum";"Stigmaphyllon gayanum";0;"rara";"Accepted"
"1971";"Malpighiaceae";"Stigmaphyllon glabrum";"Stigmaphyllon glabrum";0;"rara";"Accepted"
"1972";"Malpighiaceae";"Stigmaphyllon hatschbachii";"Stigmaphyllon hatschbachii";0;"rara";"Accepted"
"1973";"Malpighiaceae";"Stigmaphyllon hispidum";"Stigmaphyllon hispidum";0;"rara";"Accepted"
"1974";"Malpighiaceae";"Stigmaphyllon jobertii";"Stigmaphyllon jobertii";0;"rara";"Accepted"
"1975";"Malpighiaceae";"Stigmaphyllon macedoanum";"Stigmaphyllon macedoanum";0;"rara";"Accepted"
"1976";"Malpighiaceae";"Stigmaphyllon matogrossense";"Stigmaphyllon matogrossense";0;"rara";"Accepted"
"1977";"Malpighiaceae";"Stigmaphyllon vitifolium";"Stigmaphyllon vitifolium";0;"rara";"Accepted"
"1978";"Asteraceae";"Stilpnopappus laiseae";"Stilpnopappus laiseae";0;"rara";"Accepted"
"1979";"Poaceae";"Streptostachys lanciflora";"Streptostachys lanciflora";0;"rara";"Accepted"
"1980";"Poaceae";"Keratochlaena rigidifolia";"Streptostachys rigidifolia";0;"rara";"Synonym"
"1981";"Poaceae";"Ichnanthus robustus";"Streptostachys robusta";0;"rara";"Synonym"
"1982";"Loranthaceae";"Struthanthus armandianus";"Struthanthus armandianus";0;"rara";"Accepted"
"1983";"Loranthaceae";"Struthanthus dorothyi";"Struthanthus dorothyae";0;"rara";"Synonym"
"1984";"Loranthaceae";"Struthanthus taubatensis";"Struthanthus maricensis";0;"rara";"Synonym"
"1985";"Loranthaceae";"Struthanthus flexicaulis";"Struthanthus microstylus";0;"rara";"Synonym"
"1986";"Loranthaceae";"Struthanthus uraguensis";"Struthanthus pentamerus";0;"rara";"Synonym"
"1987";"Loganiaceae";"Strychnos cerradoensis";"Strychnos cerradoensis";0;"rara";"Accepted"
"1988";"Loganiaceae";"Strychnos duckei";"Strychnos duckei";0;"rara";"Accepted"
"1989";"Loganiaceae";"Strychnos goiasensis";"Strychnos goiasensis";0;"rara";"Accepted"
"1990";"Loganiaceae";"Strychnos krukoffiana";"Strychnos krukoffiana";0;"rara";"Accepted"
"1991";"Loganiaceae";"Strychnos neglecta";"Strychnos neglecta";0;"rara";"Accepted"
"1992";"Loganiaceae";"Strychnos progeliana";"Strychnos progeliana";0;"rara";"Accepted"
"1993";"Primulaceae";"Stylogyne lhotzkyana";"Stylogyne lhotzkyana";0;"rara";"Accepted"
"1994";"Primulaceae";"Stylogyne depauperata";"Stylogyne sellowiana";0;"rara";"Synonym"
"1995";"Primulaceae";"Stylogyne sordida";"Stylogyne sordida";0;"rara";"Accepted"
"1996";"Poaceae";"Brasilochloa sampaiana";"Sucrea sampaiana";0;"rara";"Synonym"
"1997";"Melastomataceae";"Pleroma integerrimum";"Svitramia integerrima";0;"rara";"Synonym"
"1998";"Melastomataceae";"Pleroma minus";"Svitramia minor";0;"rara";"Synonym"
"1999";"Melastomataceae";"Pleroma petiolatum";"Svitramia petiolata";0;"rara";"Synonym"
"2000";"Melastomataceae";"Pleroma wurdackianum";"Svitramia wurdackiana";0;"rara";"Synonym"
"2001";"Fabaceae";"Swartzia capixabensis";"Swartzia capixabensis";0;"rara";"Accepted"
"2002";"Fabaceae";"Swartzia coriaceifolia";"Swartzia coriaceifolia";0;"rara";"Accepted"
"2003";"Fabaceae";"Swartzia curranii";"Swartzia curranii";0;"rara";"Accepted"
"2004";"Fabaceae";"Swartzia fimbriata";"Swartzia fimbriata";0;"rara";"Accepted"
"2005";"Fabaceae";"Swartzia fraterna";"Swartzia fraterna";0;"rara";"Accepted"
"2006";"Fabaceae";"Swartzia froesii";"Swartzia froesii";0;"rara";"Accepted"
"2007";"Fabaceae";"Swartzia linharensis";"Swartzia linharensis";0;"rara";"Accepted"
"2008";"Fabaceae";"Swartzia pernitida";"Swartzia pernitida";0;"rara";"Accepted"
"2009";"Fabaceae";"Swartzia pinheiroana";"Swartzia pinheiroana";0;"rara";"Accepted"
"2010";"Fabaceae";"Swartzia prolata";"Swartzia prolata";0;"rara";"Accepted"
"2011";"Fabaceae";"Swartzia acuminata";"Swartzia trimorphica";0;"rara";"Synonym"
"2012";"Fabaceae";"Swartzia velutina";"Swartzia velutina";0;"rara";"Accepted"
"2013";"Arecaceae";"Butia leptospatha";"Syagrus leptospatha";0;"rara";"Synonym"
"2014";"Arecaceae";"Syagrus werdermannii";"Syagrus werdermannii";0;"rara";"Accepted"
"2015";"Symplocaceae";"Symplocos altissima";"Symplocos altissima";0;"rara";"Accepted"
"2016";"Symplocaceae";"Symplocos angulata";"Symplocos angulata";0;"rara";"Accepted"
"2017";"Symplocaceae";"Symplocos glaberrima";"Symplocos glaberrima";0;"rara";"Accepted"
"2018";"Symplocaceae";"Symplocos glaziovii";"Symplocos glaziovii";0;"rara";"Accepted"
"2019";"Symplocaceae";"Symplocos insolita";"Symplocos insolita";0;"rara";"Accepted"
"2020";"Symplocaceae";"Symplocos microstyla";"Symplocos microstyla";0;"rara";"Accepted"
"2021";"Symplocaceae";"Symplocos organensis";"Symplocos organensis";0;"rara";"Accepted"
"2022";"Symplocaceae";"Symplocos rizzinii";"Symplocos rizzinii";0;"rara";"Accepted"
"2023";"Symplocaceae";"Symplocos saxatilis";"Symplocos saxatilis";0;"rara";"Accepted"
"2024";"Eriocaulaceae";"Syngonanthus amazonicus";"Syngonanthus amazonicus";0;"rara";"Accepted"
"2025";"Eriocaulaceae";"Comanthera bahiensis";"Syngonanthus bahiensis";0;"rara";"Synonym"
"2026";"Eriocaulaceae";"Syngonanthus anomalus";"Syngonanthus baldwinii";0;"rara";"Synonym"
"2027";"Eriocaulaceae";"Syngonanthus niger";"Syngonanthus bracteosus";0;"rara";NA
"2028";"Eriocaulaceae";"Comanthera brasiliana";"Syngonanthus brasiliana";0;"rara";"Synonym"
"2029";"Eriocaulaceae";"Syngonanthus cachimboensis";"Syngonanthus cachimboensis";0;"rara";"Accepted"
"2030";"Eriocaulaceae";"Comanthera cipoensis";"Syngonanthus cipoensis";0;"rara";"Synonym"
"2031";"Eriocaulaceae";"Comanthera circinnata";"Syngonanthus circinnatus";0;"rara";"Synonym"
"2032";"Eriocaulaceae";"Comanthera curralensis";"Syngonanthus cururensis";3;"rara";"Synonym"
"2033";"Eriocaulaceae";"Comanthera mucugensis";"Syngonanthus cururensis";3;"rara";"Synonym"
"2034";"Eriocaulaceae";"Comanthera centauroides";"Syngonanthus cururensis";3;"rara";"Synonym"
"2035";"Eriocaulaceae";"Syngonanthus fischerianus";"Syngonanthus cururensis";3;"rara";"Synonym"
"2036";"Eriocaulaceae";"Syngonanthus cuyabensis";"Syngonanthus cururensis";3;"rara";"Accepted"
"2037";"Eriocaulaceae";"Comanthera floccosa";"Syngonanthus floccosus";0;"rara";"Synonym"
"2038";"Eriocaulaceae";"Comanthera harleyi";"Syngonanthus harleyi";0;"rara";"Synonym"
"2039";"Eriocaulaceae";"Comanthera hatschbachii";"Syngonanthus hatschbachii";0;"rara";"Synonym"
"2040";"Eriocaulaceae";"Syngonanthus hygrotrichus";"Syngonanthus hygrotrichus";0;"rara";"Accepted"
"2041";"Eriocaulaceae";"Syngonanthus latifolius";"Syngonanthus latifolius";0;"rara";"Accepted"
"2042";"Eriocaulaceae";"Comanthera magnifica";"Syngonanthus magnificus";0;"rara";"Synonym"
"2043";"Eriocaulaceae";"Syngonanthus itambeensis";"Syngonanthus pulchellus";0;"rara";"Synonym"
"2044";"Eriocaulaceae";"Comanthera suberosa";"Syngonanthus suberosus";0;"rara";"Synonym"
"2045";"Bignoniaceae";"Tabebuia reticulata";"Tabebuia reticulata";0;"rara";"Accepted"
"2046";"Fabaceae";"Tachigali amplifolia";"Tachigali amplifolia";0;"rara";"Accepted"
"2047";"Fabaceae";"Tachigali beaurepairei";"Tachigali beaurepairei";0;"rara";"Accepted"
"2048";"Fabaceae";"Tachigali eriopetala";"Tachigali eriopetala";0;"rara";"Accepted"
"2049";"Fabaceae";"Tachigali leiocalyx";"Tachigali leiocalyx";0;"rara";"Accepted"
"2050";"Fabaceae";"Tachigali urbaniana";"Tachigali urbaniana";0;"rara";"Accepted"
"2051";"Cactaceae";"Tacinga braunii";"Tacinga braunii";0;"rara";"Accepted"
"2052";"Apocynaceae";"Tassadia geniculata";"Tassadia geniculata";0;"rara";"Accepted"
"2053";"Apocynaceae";"Tassadia rizzoana";"Tassadia rizzoana";0;"rara";"Accepted"
"2054";"Thymelaeaceae";"Tepuianthus aracensis";"Tepuianthus aracensis";0;"rara";"Accepted"
"2055";"Burseraceae";"Protium breviacuminatum";"Tetragastris breviacuminata";0;"rara";"Synonym"
"2056";"Malpighiaceae";"Tetrapterys cordifolia";"Tetrapterys cordifolia";0;"rara";"Accepted"
"2057";"Orchidaceae";"Thelyschista ghillanyi";"Thelyschista ghillanyi";0;"rara";"Accepted"
"2058";"Thismiaceae";"Thismia caudata";"Thismia caudata";0;"rara";"Accepted"
"2059";"Thismiaceae";"Thismia espirito-santensis";"Thismia espirito-santensis";0;"rara";"Accepted"
"2060";"Thismiaceae";"Thismia fungiformis";"Thismia fungiformis";0;"rara";"Accepted"
"2061";"Thismiaceae";"Thismia macahensis";"Thismia macahensis";0;"rara";"Accepted"
"2062";"Malpighiaceae";"Thryallis parviflora";"Thryallis parviflora";0;"rara";"Accepted"
"2063";"Bromeliaceae";"Tillandsia copynii";"Tillandsia copynii";0;"rara";"Accepted"
"2064";"Bromeliaceae";"Tillandsia grazielae";"Tillandsia grazielae";0;"rara";"Accepted"
"2065";"Bromeliaceae";"Tillandsia jonesii";"Tillandsia jonesii";0;"rara";"Accepted"
"2066";"Bromeliaceae";"Tillandsia kautskyi";"Tillandsia kautskyi";0;"rara";"Accepted"
"2067";"Bromeliaceae";"Tillandsia organensis";"Tillandsia organensis";0;"rara";"Accepted"
"2068";"Bromeliaceae";"Tillandsia reclinata";"Tillandsia reclinata";0;"rara";"Accepted"
"2069";"Bromeliaceae";"Tillandsia sprengeliana";"Tillandsia sprengeliana";0;"rara";"Accepted"
"2070";"Heliotropiaceae";"Myriopus andradelimae";"Tournefortia andrade-limae";1;"rara";"Synonym"
"2071";"Burseraceae";"Trattinnickia ferruginea";"Trattinnickia ferruginea";0;"rara";"Accepted"
"2072";"Melastomataceae";"Trembleya calycina";"Trembleya calycina";0;"rara";"Accepted"
"2073";"Melastomataceae";"Trembleya hatschbachii";"Trembleya hatschbachii";0;"rara";"Accepted"
"2074";"Melastomataceae";"Trembleya rosmarinoides";"Trembleya rosmarinoides";0;"rara";"Accepted"
"2075";"Meliaceae";"Trichilia discolor";"Trichilia discolor";0;"rara";"Accepted"
"2076";"Meliaceae";"Trichilia florbranca";"Trichilia florbranca";0;"rara";"Accepted"
"2077";"Orchidaceae";"Trichosalpinx mathildae";"Trichosalpinx mathildae";0;"rara";"Accepted"
"2078";"Cyperaceae";"Trilepis ciliatifolia";"Trilepis ciliatifolia";0;"rara";"Accepted"
"2079";"Cyperaceae";"Trilepis microstachya";"Trilepis microstachya";0;"rara";"Accepted"
"2080";"Cyperaceae";"Trilepis tenuis";"Trilepis tenuis";0;"rara";"Accepted"
"2081";"Commelinaceae";"Tripogandra elata";"Tripogandra elata";0;"rara";"Accepted"
"2082";"Commelinaceae";"Tripogandra warmingiana";"Tripogandra warmingiana";0;"rara";"Accepted"
"2083";"Poaceae";"Triraphis devia";"Triraphis devia";0;"rara";"Accepted"
"2084";"Triuridaceae";"Triuris alata";"Triuris alata";0;"rara";"Accepted"
"2085";"Turneraceae";"Oxossia albicans";"Turnera albicans";0;"rara";"Synonym"
"2086";"Turneraceae";"Turnera amapaensis";"Turnera amapaensis";0;"rara";"Accepted"
"2087";"Turneraceae";"Turnera asymmetrica";"Turnera asymmetrica";0;"rara";"Accepted"
"2088";"Turneraceae";"Turnera caatingana";"Turnera caatingana";0;"rara";"Accepted"
"2089";"Turneraceae";"Turnera cipoensis";"Turnera cipoensis";0;"rara";"Accepted"
"2090";"Turneraceae";"Turnera clausseniana";"Turnera clausseniana";0;"rara";"Accepted"
"2091";"Turneraceae";"Turnera coccinea";"Turnera coccinea";0;"rara";"Accepted"
"2092";"Turneraceae";"Turnera collotricha";"Turnera collotricha";0;"rara";"Accepted"
"2093";"Turneraceae";"Turnera coriacea";"Turnera coriacea";0;"rara";"Accepted"
"2094";"Turneraceae";"Turnera discors";"Turnera discors";0;"rara";"Accepted"
"2095";"Turneraceae";"Turnera elliptica";"Turnera elliptica";0;"rara";"Accepted"
"2096";"Turneraceae";"Turnera foliosa";"Turnera foliosa";0;"rara";"Accepted"
"2097";"Turneraceae";"Turnera gardneriana";"Turnera gardneriana";0;"rara";"Accepted"
"2098";"Turneraceae";"Turnera harleyi";"Turnera harleyi";0;"rara";"Accepted"
"2099";"Turneraceae";"Oxossia hatschbachii";"Turnera hatschbachii";0;"rara";"Synonym"
"2100";"Turneraceae";"Turnera ignota";"Turnera ignota";0;"rara";"Accepted"
"2101";"Turneraceae";"Turnera involucrata";"Turnera involucrata";0;"rara";"Accepted"
"2102";"Turneraceae";"Turnera kuhlmanniana";"Turnera kuhlmanniana";0;"rara";"Accepted"
"2103";"Turneraceae";"Turnera luetzelburgii";"Turnera luetzelburgii";0;"rara";"Accepted"
"2104";"Turneraceae";"Oxossia maracasana";"Turnera maracasana";0;"rara";"Synonym"
"2105";"Turneraceae";"Oxossia marmorata";"Turnera marmorata";0;"rara";"Synonym"
"2106";"Turneraceae";"Turnera riedeliana";"Turnera melanorhiza";0;"rara";"Synonym"
"2107";"Turneraceae";"Oxossia pernambucensis";"Turnera pernambucensis";0;"rara";"Synonym"
"2108";"Turneraceae";"Turnera pinifolia";"Turnera pinifolia";0;"rara";"Accepted"
"2109";"Turneraceae";"Oxossia princeps";"Turnera princeps";0;"rara";"Synonym"
"2110";"Turneraceae";"Turnera reginae";"Turnera reginae";0;"rara";"Accepted"
"2111";"Turneraceae";"Turnera revoluta";"Turnera revoluta";0;"rara";"Accepted"
"2112";"Turneraceae";"Oxossia rubrobracteata";"Turnera rubrobracteata";0;"rara";"Synonym"
"2113";"Turneraceae";"Turnera sancta";"Turnera sancta";0;"rara";"Accepted"
"2114";"Turneraceae";"Turnera stenophylla";"Turnera stenophylla";0;"rara";"Accepted"
"2115";"Turneraceae";"Turnera tapajoensis";"Turnera tapajoensis";0;"rara";"Accepted"
"2116";"Turneraceae";"Turnera urbanii";"Turnera urbanii";0;"rara";"Accepted"
"2117";"Cactaceae";"Uebelmannia buiningii";"Uebelmannia buiningii";0;"rara";"Accepted"
"2118";"Cactaceae";"Uebelmannia gummifera";"Uebelmannia gummifera";0;"rara";"Accepted"
"2119";"Cactaceae";"Uebelmannia pectinifera";"Uebelmannia pectinifera";0;"rara";"Accepted"
"2120";"Lauraceae";"Urbanodendron macrophyllum";"Urbanodendron macrophyllum";0;"rara";"Accepted"
"2121";"Poaceae";"Rupichloa acuminata";"Urochloa acuminata";0;"rara";"Synonym"
"2122";"Poaceae";"Rupichloa decidua";"Urochloa decidua";0;"rara";"Synonym"
"2123";"Lentibulariaceae";"Utricularia huntii";"Utricularia huntii";0;"rara";"Accepted"
"2124";"Lentibulariaceae";"Utricularia physoceras";"Utricularia physoceras";0;"rara";"Accepted"
"2125";"Ericaceae";"Vaccinium pipolyi";"Vaccinum pipolyi";1;"rara";"Accepted"
"2126";"Gesneriaceae";"Vanhouttea fruticulosa";"Vanhouttea fruticulosa";0;"rara";"Accepted"
"2127";"Gesneriaceae";"Vanhouttea leonii";"Vanhouttea leonii";0;"rara";"Accepted"
"2128";"Orchidaceae";"Vanilla odorata";"Vanilla denticulata";0;"rara";"Synonym"
"2129";"Velloziaceae";"Vellozia alata";"Vellozia alata";0;"rara";"Accepted"
"2130";"Velloziaceae";"Vellozia armata";"Vellozia armata";0;"rara";"Accepted"
"2131";"Velloziaceae";"Vellozia bradei";"Vellozia bradei";0;"rara";"Accepted"
"2132";"Velloziaceae";"Vellozia hemisphaerica";"Vellozia burlemarxii";0;"rara";"Synonym"
"2133";"Velloziaceae";"Vellozia canelinha";"Vellozia canelinha";0;"rara";"Accepted"
"2134";"Velloziaceae";"Vellozia costata";"Vellozia costata";0;"rara";"Accepted"
"2135";"Velloziaceae";"Vellozia crinita";"Vellozia crinita";0;"rara";"Accepted"
"2136";"Velloziaceae";"Vellozia exilis";"Vellozia exilis";0;"rara";"Accepted"
"2137";"Velloziaceae";"Vellozia gigantea";"Vellozia gigantea";0;"rara";"Accepted"
"2138";"Velloziaceae";"Vellozia graomogolensis";"Vellozia graomogolensis";0;"rara";"Accepted"
"2139";"Velloziaceae";"Vellozia hatschbachii";"Vellozia hatschbachii";0;"rara";"Accepted"
"2140";"Velloziaceae";"Vellozia luteola";"Vellozia luteola";0;"rara";"Accepted"
"2141";"Velloziaceae";"Vellozia maxillarioides";"Vellozia maxillarioides";0;"rara";"Accepted"
"2142";"Velloziaceae";"Vellozia piresiana";"Vellozia piresiana";0;"rara";"Accepted"
"2143";"Velloziaceae";"Vellozia prolifera";"Vellozia prolifera";0;"rara";"Accepted"
"2144";"Velloziaceae";"Vellozia sellowii";"Vellozia sellowii";0;"rara";"Accepted"
"2145";"Velloziaceae";"Vellozia sessilis";"Vellozia sessilis";0;"rara";"Accepted"
"2146";"Velloziaceae";"Vellozia spiralis";"Vellozia spiralis";0;"rara";"Accepted"
"2147";"Velloziaceae";"Vellozia streptophylla";"Vellozia streptophylla";0;"rara";"Accepted"
"2148";"Velloziaceae";"Vellozia subalata";"Vellozia subalata";0;"rara";"Accepted"
"2149";"Velloziaceae";"Vellozia tillandsioides";"Vellozia tillandsioides";0;"rara";"Accepted"
"2150";"Velloziaceae";"Vellozia torquata";"Vellozia torquata";0;"rara";"Accepted"
"2151";"Asteraceae";"Vernonanthura almedae";"Vernonia almedae";0;"rara";"Synonym"
"2152";"Asteraceae";"Lessingianthus arachniolepis";"Vernonia arachniolepis";0;"rara";"Synonym"
"2153";"Asteraceae";"Lessingianthus argenteus";"Vernonia argentea";0;"rara";"Synonym"
"2154";"Asteraceae";"Lessingianthus caiapoensis";"Vernonia caiapoensis";0;"rara";"Synonym"
"2155";"Asteraceae";"Lessingianthus constrictus";"Vernonia constricta";0;"rara";"Synonym"
"2156";"Asteraceae";"Chrysolaena dusenii";"Vernonia dusenii";0;"rara";"Synonym"
"2157";"Asteraceae";"Echinocoryne echinocephala";"Vernonia echinocephala";0;"rara";"Synonym"
"2158";"Asteraceae";"Vernonia gertii";"Vernonia gertii";0;"rara";"Accepted"
"2159";"Asteraceae";"Vernonia glanduloso-dentata";"Vernonia glanduloso-dentata";0;"rara";"Accepted"
"2160";"Asteraceae";"Lessingianthus heringeri";"Vernonia heringeri";0;"rara";"Synonym"
"2161";"Asteraceae";"Vernonanthura phaeoneura";"Vernonia phaeoneura";0;"rara";"Synonym"
"2162";"Asteraceae";"Lessingianthus reitzianus";"Vernonia reitziana";0;"rara";"Synonym"
"2163";"Asteraceae";"Lessingianthus rugulosus";"Vernonia rugulosa";0;"rara";"Synonym"
"2164";"Asteraceae";"Lessingianthus scaposus";"Vernonia scaposa";0;"rara";"Synonym"
"2165";"Asteraceae";"Lepidaploa spixiana";"Vernonia spixiana";0;"rara";"Synonym"
"2166";"Asteraceae";"Lessingianthus ulei";"Vernonia ulei";0;"rara";"Synonym"
"2167";"Orchidaceae";"Veyretia simplex";"Veyretia sincorensis";0;"rara";"Synonym"
"2168";"Asteraceae";"Aldama corumbensis";"Viguiera corumbensis";0;"rara";"Synonym"
"2169";"Myristicaceae";"Virola guggenheimii";"Virola guggenheimii";0;"rara";"Accepted"
"2170";"Myristicaceae";"Virola polyneura";"Virola polyneura";0;"rara";"Accepted"
"2171";"Lamiaceae";"Vitex krukovii";"Vitex krukovii";0;"rara";"Accepted"
"2172";"Lamiaceae";"Vitex polygama";"Vitex laciniosa";0;"rara";"Synonym"
"2173";"Lamiaceae";"Vitex maranhana";"Vitex maranhana";0;"rara";"Accepted"
"2174";"Lamiaceae";"Vitex odorata";"Vitex odorata";0;"rara";"Accepted"
"2175";"Lamiaceae";"Vitex snethlagiana";"Vitex snethlagiana";0;"rara";"Accepted"
"2176";"Vochysiaceae";"Vochysia angustifolia";"Vochysia angustifolia";0;"rara";"Accepted"
"2177";"Vochysiaceae";"Vochysia assua";"Vochysia assua";0;"rara";"Accepted"
"2178";"Vochysiaceae";"Vochysia expansa";"Vochysia expansa";0;"rara";"Accepted"
"2179";"Vochysiaceae";"Vochysia hannekesaskiarum";"Vochysia hannekesaskiae";3;"rara";"Accepted"
"2180";"Vochysiaceae";"Vochysia mapuerae";"Vochysia mapuerae";0;"rara";"Accepted"
"2181";"Vochysiaceae";"Vochysia pygmaea";"Vochysia martiana";0;"rara";"Synonym"
"2182";"Vochysiaceae";"Vochysia pachyantha";"Vochysia pachyantha";0;"rara";"Accepted"
"2183";"Vochysiaceae";"Vochysia petraea";"Vochysia petrea";1;"rara";"Accepted"
"2184";"Vochysiaceae";"Vochysia tetraphylla";"Vochysia petrea";7;"rara";"Accepted"
"2185";"Vochysiaceae";"Vochysia revoluta";"Vochysia revoluta";0;"rara";"Accepted"
"2186";"Vochysiaceae";"Vochysia rotundifolia";"Vochysia rotundifolia";0;"rara";"Accepted"
"2187";"Bromeliaceae";"Vriesea atropurpurea";"Vriesea atropurpurea";0;"rara";"Accepted"
"2188";"Bromeliaceae";"Vriesea cacuminis";"Vriesea cacuminis";0;"rara";"Accepted"
"2189";"Bromeliaceae";"Vriesea cearensis";"Vriesea cearensis";0;"rara";"Accepted"
"2190";"Bromeliaceae";"Vriesea densiflora";"Vriesea densiflora";0;"rara";"Accepted"
"2191";"Bromeliaceae";"Vriesea limae";"Vriesea limae";0;"rara";"Accepted"
"2192";"Asteraceae";"Wedelia souzae";"Wedelia souzae";0;"rara";"Accepted"
"2193";"Lauraceae";"Williamodendron cinnamomeum";"Williamodendron cinnamomeum";0;"rara";"Accepted"
"2194";"Bromeliaceae";"Wittrockia spiralipetala";"Wittrockia spiralipetala";0;"rara";"Accepted"
"2195";"Asteraceae";"Wunderlichia crulsiana";"Wunderlichia bahiensis";0;"rara";"Synonym"
"2196";"Asteraceae";"Wunderlichia insignis";"Wunderlichia insignis";0;"rara";"Accepted"
